moves,winner
e4 c5 Nf3 d6 h3 a6 d4 cxd4 Nxd4 Nf6 Bd3 e5 Nf3 Be7 O-O O-O Bg5 Nbd7 Nh2 b5 a3 Bb7 Re1 Nc5 Nc3 Rc8 f3 Qb6 Kh1 Nxd3 Qxd3 Nh5 Bxe7 Ng3#,black
e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ne2 Qb6 Nf3 Be7 O-O h6 Qc2 c4 Bxc4 dxc4 Be3 Qc7 Qa4 Nb6 Qc2 Bd7 a4 a5 Nd2 f6 f4 f5 Qd1 Nd5 Bf2 O-O g3 Rae8 Nxc4 Nxd4 Qxd4 Rc8 Nd6 Bxd6 exd6 Qxd6 c4 Bc6 cxd5 Bxd5 Nc3 Rc4 Qd2 Rfc8 Rad1 Rd8 Nb5 Qc6 Rc1 Rd7 Rxc4 Bxc4 Qe1 Qf3 Nd4 Qg4 Nxe6 Qh3 Nd4 Bd5 Nf3 Bxf3 Qe6+ Kh7 Qxd7 Qg2#,black
e4 e5 Nf3 Nc6 Bb5 d6 d4 exd4 Nxd4 Bd7 Nc3 Nf6 Bg5 Be7 O-O Nxd4 Bxd7+ Qxd7 Qxd4 O-O Rae1 c5 Qd3 Rfe8 e5 dxe5 Rxe5 Qxd3 cxd3 b6 Rfe1 Kf8 Bxf6 Bxf6 R5e4 Bd4 R1e2 Rxe4 dxe4 a6 Nd5 b5 Rd2 Ra7 b4 Be5 bxc5 Rd7 Kf1 f5 f3 fxe4 fxe4 Ke8 g3 Kd8 Ke2 a5 Kd1 b4 Kc2 Rd6 Kb3 Rc6 Kc4 Kc8 Ne7+ Kb7 Nxc6 Kxc6 Rd5 h6 Rxe5 Kc7 Re7+ Kd8 Rxg7 Kc8 Kd5 a4 Kc6 b3 Rg8#,white
e4 c5 Nf3 Nc6 d4 c4 Bxc4 Qa5+ Bd2 Qb6 Bc3 e6 O-O Bd6 d5 exd5 exd5 Na5 Bxg7 Nxc4 Bxh8 Nxb2 Bxb2 Qxb2 Nbd2 Bb8,white
e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 c6 d4 Bf5 Bd3 Nf6 O-O e6 a3 Nbd7 Bf4 Be7 b4 Qb6 Bxf5 exf5 Re1 Qd8 Bd6 Ne4 Nxe4 fxe4 Rxe4 Nf6 Rxe7+ Kf8 Rd7+,white
e4 c6 Bc4 d5 exd5 cxd5 Bb3 Bf5 Qf3 e6 d4 Nc6 c3 Nf6 Nd2 Be7 h3 O-O Nf1 Rc8 a3 a5 Bg5 b5 Ne3 Bg6 g4 b4 axb4 axb4 Rc1 Nxd4 Qd1 Nxb3 Qxb3 bxc3 bxc3 Ne4 f3 Nxg5 h4 Ne4 fxe4 Bxe4 Rh2 Rb8 Qd1 Qc7 Ne2 Qxh2,black
e4 e5 Bc4 Nf6 d3 Bc5 Ne2 Ng4 O-O Qh4 h3 Nxf2 Rxf2 Qxf2+ Kh2 O-O Nd2 d6 Nf3 g5 Bxg5 Be6 Bh4 Qe3 Nc3 Bxc4 dxc4 Qf4+ Bg3 Qf6 Nd5 Qh6 Nh4 c6 Nf5 Qg6 Nde7+ Kh8 Nxg6+ fxg6 Nxd6 Bxd6 Qxd6 Na6 Bxe5+ Kg8 Qe6+ Rf7 Rf1 Rf8 Bd6,white
e4 e5 Nf3 d6 d4 Nc6 Bb5 Bd7 Nc3 a6 Ba4 Nf6 dxe5 Nxe5 Nxe5 dxe5 Bg5 Bxa4 Qxd8+ Rxd8 Bxf6 gxf6 Nxa4 b5 Nc3 Bb4 Ke2 Bxc3 bxc3 Ke7 Rab1 Rd6 Rhd1 Rhd8 Rxd6 cxd6 Rb4 d5 exd5 Rxd5 c4 Rc5 Kd3 Ke6 cxb5 axb5 a4 bxa4 Rxa4 Kf5 Rh4 Kg6 c4 f5 f3 h5 h3 f4 g3 Kg5 Kc3 fxg3 Re4 g2 h4+ Kf5 Re1 Kf4 Kd3,black
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 d6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Bxd5+ Ke8 O-O Bb4 Qh5+ g6 Bxc6+ Bd7 Qxe5+ Qe7 Qxh8+,white
e4 d6 Nf3 g6 c3 Bg7 Bc4 Nf6 Qb3 O-O d3 a6 Ng5 e6 d4 Nbd7 O-O e5 Nxf7 Qe7 Nxd6+ Kh8 Nxc8 Raxc8 Qxb7 exd4 cxd4 Nxe4 Re1 c6 Nd2 Ndf6 Qxe7 Nxd2 Bxd2 Ng4 Be3 Rce8 Qg5,white
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Be3 Nf6 Bd3 Nc6 c3 Qc7 Nd2 h5 Qc2 e5 Nxc6 bxc6 O-O-O Rb8 h3 d5 exd5 cxd5 f3 Qa5 Kb1 Ba3 b3 d4 cxd4 exd4 Bxd4 Nd5 Rhe1+ Kf8 Nc4 Qb4 Be4 Nf4 Nxa3 Qxa3 Bc5+,white
Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 c5 Nc3 Nc6 d4 d6 e4 cxd4 Nxd4 Bd7 b3 a6 Bb2 Nxd4 Qxd4 Bc6 Rfe1 Nxe4 Qe3 Nxc3 Bxc3 Bxc3 Qxc3 Bxg2 Kxg2 Rc8 Qe3 e6 Rad1 Rc6 Rd3 Qd7 Red1 Rd8 c5 d5 b4 Rc7 Rd4 Qc6 Qh6 e5 Rh4 f6 Kg1 d4 f4 e4 f5 g5 Rg4 e3 Rdxd4 Rcd7 Rxg5+ fxg5 Qxg5+ Kh8 Rxd7 Rxd7 Qxe3 Rd1+ Kf2 Qd7 Qc3+ Qd4+,black
e4 e5 Nf3 d5 exd5 e4 Nd4 Bc5 Nb3 Bxf2+ Kxf2 Nf6 Bb5+ c6 dxc6 O-O Re1 bxc6 Bc4 Ng4+ Kg1 Qh4 h3 Ne5 d3 Qg3 Rxe4 Bxh3 Qe2 Bg4 Bf4 Qxf4 Rxf4 Bxe2 Re4 Nxc4 Rxc4 Nd7 Rxc6 Rfe8 Nd4 Bh5 Nd2 Ne5 Rc5 Bg6 Re1 f6 N4f3 Ng4 Rxe8+ Rxe8 Kf1 h5 Rc7 a5 Ra7 Ne3+ Kf2 Nxc2 Rxa5 Bxd3 Rxh5 Re2+ Kg3 Ne3 Rh2 Nf5+ Kf4 g5+ Kg4 Ne3+ Kg3 f5 Nxg5 Rxd2 Kf4 Ng4 Rh3 Bb1 b4 Rd4+,black
b4 e6 a3 Be7 e4 d6 d4 Nd7 Nc3 Ngf6 Bd3 e5 Nf3 b6 Bb5 O-O Bc6 Rb8 O-O exd4 Nxd4 Ne5 f4 Ng6 Qd3 Bd7 b5 Ne8 Bxd7 Qxd7 Nc6 Ra8 f5 Ne5 Nxe5 Qc8 Nd5 dxe5,white
e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 Nf6 O-O d6 d3 O-O h3 h6 Nd5 Nxd5 exd5 Ne7 c4 f5 Re1 Bd7 Bxd7 Qxd7 Qb3 Bb6 Bd2 Rae8 Bc3 Kh7 d4 e4 Nh4 c6 g3 cxd5 cxd5 g5 Ng2 Ng6 Bb4 Rf6 Qa3 f4 Rac1 Qxh3 Bxd6 Bxd4 gxf4 Qxa3 bxa3 Rxd6 Rc7+ Re7 Rc4 Rxd5 Kf1 Nxf4 Nxf4 gxf4 Rd1 Red7 Kg2 Kg6 Kh3 Kf5 Kg2 f3+ Kg3 Be5+,black
e4 e6 Nf3 d5 d3 dxe4 Ng5 exd3 Bxd3 Be7 Qh5 g6 Qg4 Nf6 Qh3 Bd7 Qh6 Bf8 Qh4 Nc6 b3 Bg7 Bb2 e5 Bc4 O-O Nd2 Qe7 O-O Rad8 Rfe1 h6 Ngf3 Be6 Bb5 g5 Qa4 Nb4 Ba3 c5 Rec1 e4 c3 exf3 Nxf3 Nfd5 cxb4 cxb4 Rab1 bxa3 Qxa7 Ra8 Qc5 Qxc5 Rxc5 Rac8 Rc4 Nc3 Rxc8 Rxc8 Ra1 Nxb5 Ne5 Bxe5 Rc1 Rxc1#,black
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Ba5 Nf3 Nc6 Bb5 Bd7 O-O O-O Ba3 Ne7 Rab1 Rb8 Bxd7 Qxd7 Ne5 Qe8 Qb3 b6 Bxe7 Qxe7 Nc6 Qg5 Nxb8 Rxb8 a4 Rd8 Qc2 c5 Rb5 Qe7 dxc5 a6 Rbb1 Qxc5 Rfc1 Qc4 Rd1 Rxd1+ Rxd1 g6 Rd4 Qxc3 Qxc3 Bxc3 Rc4 Ba5 f3 b5 axb5 axb5 Rc1 b4 Kf1 Bb6 Rc6 Bd4 Ke2 Kg7 Kd3 Bc3 Rb6 Kf6 f4 Kg7 g4 h6 h4 g5 hxg5 hxg5 f5 exf5 exf5 Be1 Ke4 Bc3 Kd5 Be1 Kd6 Bc3 Ke7 Be1 f6+ Kg6 Rb8 Bc3 Rg8+ Kh6 Kxf7 b3 Rh8#,white
c4 Nf6 Nc3 g6 e4 d6 g3 Bg7 Nge2 O-O Bg2 c5 O-O Nc6 d3 a6 h3 Bd7 f4 Qc8 Kh2 Nh5 g4 Nf6 Ng3 e5 f5 gxf5 exf5 Kh8 g5 Rg8 gxf6 Bxf6 Nd5 Bh4 Nb6 Bxg3+ Kh1 Qd8 Nxa8 Qxa8 f6 Qc8 Bh6 Bxh3 Bg7+ Rxg7 fxg7+ Kxg7 Qf3 Bxg2+ Kxg2 Bf4 Rh1 Nd4 Qh5 h6 Rag1 Bg5 Rf1 Qe6 Rh3 e4 dxe4 Qxe4+ Rhf3 Nxf3 Qxf3 Qc2+ Rf2 Qxc4 Qxb7 Qg4+ Kf1 Qh3+ Qg2 Qxg2+ Rxg2 Kf6 Ke2 Ke5 Kd3 f5 Re2+ Kd5 Re8 c4+ Kc2 Bf6 Ra8 Ke4 Rxa6 Be5 Ra8 f4 Rg8 d5 a4 d4 a5 Ke3 a6 d3+ Kd1 Bd4 Re8+ Kf3 Kd2 Be3+ Kd1 h5 Rxe3+ fxe3 a7 Kf2 a8=Q e2+ Kd2 e1=Q#,black
e4 c5 f4 Nc6 Nf3 Qc7 e5 e6 c3 d6 d4 cxd4 cxd4 dxe5 fxe5 Bb4+ Nc3 Nge7 Bd3 Nd5 Bd2 Bd7 O-O a6 Rc1 Bxc3 bxc3 b5 a3 Rc8 Ng5 h6 Nxf7,white
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 Be2 Bb4 Bd2 d6 f3 Qb6 a3 Bxc3 Bxc3 O-O Qxd6 Be6 Qxe5 Rfd8 Qg3 Ne8 Rd1 Qe3 Rxd8 Rxd8 Qf2 Qc1+,black
d4 d5 Bf4 Nf6 e3 e6 Nc3 Bb4 Ne2 O-O a3 Be7 Nb5 Na6 h3 c5 dxc5 Bxc5 b4 Be7 Ned4 Nd7 Bg3 e5 Nb3 Qb6 Qxd5 Nc7 Nxc7 Qxc7 Bd3 Qc3+ Ke2 Kh8 Qe4 f5 Qc4 Qb2 Rhb1 Qxb1 Rxb1 f4 exf4 exf4 Bxf4 Nb6 Qe4,white
e4 e5 Nf3 Bc5 Bc4 d6 d3 Be6 Bxe6 fxe6 O-O Nf6 c3 Nbd7 a4 a6 Ng5 Qe7 Qb3 O-O-O Qxe6 Rde8 Qxe7 Rxe7 h3 h6 Nf3 g5 b4 Ba7 Be3 Bxe3 fxe3 g4 Nh4 gxh3 Ng6 hxg2 Nxe7+ Kd8 Kxg2 Kxe7 Nd2 Ng4 Rae1 b5 a5 h5 Rh1 Kf7 Nf3 Ndf6 Kf1 Kg6 Ke2 d5 Reg1 Kf7 d4 dxe4 Nxe5+ Nxe5 dxe5 Nd7 Rg5 h4 Rg4 Nxe5 Rxe4 Nc4 Rhxh4 Rxh4 Rxh4 Ke6 Rxc4 bxc4 b5,white
d4 d5 c4 c6 Nf3 Nf6 cxd5 cxd5 Nc3 Nc6 Bf4 Bf5 e3 Qb6 Bd3 Qxb2 O-O Bg4 Nb5 Kd7 Rb1 Qxa2 Nc3 Qa5 Rxb7+ Kd8 Bc7+ Qxc7 Rxc7 Kxc7 Qa4 Bxf3 Bb5 Nd8 Qa5+ Kc8 Rc1 a6 Nxd5+ Kb8 Qc7#,white
d4 d5 c4 dxc4 Nf3 Nf6 Nc3 Bf5 e3 e6 Bxc4 c6 O-O Nbd7 Qe2 Be7 e4 Bg6 d5 exd5 exd5 O-O dxc6 bxc6 Rd1 Re8 Bg5 h6 Ne5 Bh5 Qxh5 Nxh5 Bxf7+ Kh8 Bxh5 Qa5 Nxc6 Qxg5 Bxe8 Rxe8 Rxd7 Bc5 Rad1 Qf6 Rd8 Bxf2+ Kh1 Qxc6 R8d3 Re1+ Rxe1 Bxe1 h3 Qc5 Rd5 Qc4 Rd7 Qf1+ Kh2 Qf4+ Kh1 Qf2 Nd1 Qf1+ Kh2 Bd2 Rd8+ Kh7 Rxd2 Qf4+ g3 Qxd2+ Kg1 Qxd1+ Kh2 Qd2+ Kh1 g5 Kg1 h5 Kh1 h4 g4 Qe3 Kh2 Qg3+ Kh1 Qxh3+ Kg1 Qf3 Kh2 h3 b4 Qg2#,black
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 e6 Bc4 Nge7 O-O O-O Re1 f5 Qd3 fxe4 Qxe4 d5,black
e4 d6 Nf3 Nf6 Nc3 g6 d4 Bg7 Bf4 Nc6 Bb5 Bd7 O-O O-O Re1 Ng4 h3 e5 Bg5 f6 Bh4 Nh6 dxe5 Nxe5 Nxe5 g5 Nxd7 gxh4 Nxf8 Qxf8,white
d4 d5 Bf4 Bf5 e3 a6 g4 Bg6 h4 h6 h5 Bh7 g5 hxg5 Bxg5 Nc6 Nd2 Qd7 Bh3 e6 c3 f6 Bf4 O-O-O Ngf3 Kb8 Qb3 Na5 Qd1 Nc4 b3 Nb2 Qe2 Bd3,black
b4 e5 Bb2 Nf6 Bxe5 Bxb4 c4 O-O e3 Nc6 Bb2 d5 cxd5 Nxd5 Nf3 Bg4 Be2 Re8 O-O Qe7 Qb3 Nb6 a3 Bc5 d4 Bd6 Nbd2 Rad8 Bd3 Qe6 Bxh7+ Kh8 Qc2 Qh6 Bf5 Bxf5 Qxf5 Nd5 g3 Qe6 Qh5+ Kg8 Ng5 Nf6 Nxe6 Nxh5 Nxd8 Rxd8 Ne4,white
Nf3 d5 e4 dxe4 Ng5 e5 Nxe4 f5 Nec3 Bc5 Bc4 Bxf2+ Kf1 Bc5 d3 Qd4 Qe2 Nc6 Nd2 Qd6 Nf3 Kf8 Bg5 Nd4 Nxd4 Qxd4 Re1 c6 Be3 Qxe3 Qxe3 Bxe3 Rxe3 e4 dxe4 b5 Bb3 Nf6 e5 Ng4 Rd3 Ke7 h3 Nxe5 Re3 Kf6 Kf2 Re8 Rhe1 a5 a3 Bb7 g4 a4 Ba2 fxg4 Ne4+ Kg6 Kg3 Nf3 Rd1 Rad8 Nd6 Rxe3 Bf7+ Kg5 h4+ Nxh4+ Kh2 Rxd6,black
f4 d5 e3 e6 Nf3 Nc6 Bb5 a6 Be2 Nf6 O-O h5 Ne5 Bd7 c3 h4 h3 Nxe5 fxe5 Ne4 Rf3 Ng3 Qe1 Qe7 Rxg3 hxg3 Qxg3 O-O-O d4 Qh4 Qxh4 Rxh4 a4 Be7 b4 Kb8 Nd2 f6 Nf3 Rh6 e4 fxe5 Bxh6 gxh6 Nxe5 Bd6 exd5 exd5 a5 Bxe5 dxe5 Re8 Bf3 Rxe5 Rd1 c6 c4 Be6 cxd5 Bxd5 Bxd5 Rxd5 Rxd5 cxd5 Kf2 Kc7 Ke3 Kc6 Kd4 Kd6 g4 Ke6 h4 Kd6 g5 hxg5 hxg5 Ke6 g6 Kf6 g7 Kxg7 Kxd5 Kf7 Kd6 Ke8 Kc7 Ke7 Kxb7 Kd6 Kxa6 Kc6 b5+ Kc7 b6+ Kb8 Kb5 Ka8 a6 Kb8 Kc6 Ka8 b7+ Kb8 a7+ Kxa7 Kc7,white
g4 d5 Nf3 Bxg4 Rg1 Bxf3 exf3 Nf6 Rxg7 Bxg7 Bh3 Nc6 Qe2 a6 Nc3 Qd6 Ne4 dxe4 fxe4 Qxh2 Qf1 Nd4 Rb1 Nxe4 f3 Qg3+ Kd1 Nf2+ Qxf2 Qxf2 d3 Qe2#,black
e4 b6 d4 Bb7 Bd3 e6 Nc3 h6 Nf3 Nf6 Bf4 d6 Qe2 Qe7 O-O-O Nbd7 e5 dxe5 Nxe5 Nd5 Nxd5 Bxd5 Rhe1 Bxa2 b3 Qa3+ Kd2 Qb4+ Kc1 Qa3+ Kd2 Bb4+ c3 Bxb3 Nxd7 Qb2+ Ke3 Qxe2+ Bxe2 Bxd1 Rxd1 Bxc3 Bb5 a6 Nxb6+ axb5 Nxa8 c6 Bd6 Kd7 Rc1 b4 Bxb4 Bxb4 Nb6+ Kc7 Nc4 Ra8 Ne5 Ra3+ Ke4 f5+ Kf4 g5#,black
e4 c5 Nc3 d6 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nxc6 bxc6 e5 d5 Bf4 Bb7 Qh5 g6 Qf3 Bg7 Rd1 e6 Ne4 Bf8 Bg5 Qc7 Nf6+ Nxf6 Bxf6 Rg8 Be2 Qa5+ c3 Qxa2 O-O Be7 c4 Rb8 Qd3 Qxc4 Qf3 Qe4 Qxe4 dxe4 Bxe7 Kxe7 b4 Rgd8 f4 exf3 Bxf3 Rxd1 Bxd1 Rd8 Ba4 Rd5 Re1 Rd4 Rc1 Rxb4 Bxc6 Bxc6 Rxc6 Rb1+ Kf2 Ra1 Kg3 Kd7 Rb6 a5 Rb7+ Ke8 Kf4 h6 g4 a4 h4 a3 g5 hxg5+ Kxg5 a2 Rb8+ Ke7 Rb7+ Kf8 Rb8+ Kg7 h5 Rg1+ Kh4 a1=Q h6+ Kh7 Rf8 Qd4+ Kh3 Qg4+ Kh2 Qg3#,black
d4 d5 Bg5 f6 Bh4 g5 Bg3 Nc6 e3 h5 h3 g4 Bd3 f5 hxg4 fxg4 Bg6+ Kd7 Bxh5 e6 Be8+,white
d4 d5 Bg5 h6 Bh4 Bf5 e3 c6 Bd3 Bxd3 Qxd3 Nf6 Nd2 Nbd7 Ngf3 e6 h3 Be7 g4 O-O Bg3 Nh7 h4 Ndf6 g5 hxg5 hxg5 Ne4 Nxe4 dxe4 Qxe4 Nxg5 Nxg5 f5 Qxe6+,white
d4 f5 Nc3 Nf6 f3 e6 e4 fxe4 fxe4 Bb4 Bd3 O-O Ne2 Ng4 Qd2 Nf2 Rf1 Nxd3+ Qxd3 Rxf1+ Kxf1 Nc6 a3 Bxc3 Qxc3 Qf6+ Kg1 d5 e5 Qg6 Nf4 Qf5 Be3 Bd7 Rf1 Rf8 b4 g5 b5 Nb8 Qxc7 Bxb5 Qxb7 Bxf1 Nxd5 exd5 Qxd5+ Kh8 Qd6 Bc4,black
e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 d3 d6 c3 Bd7 Re1 O-O Nbd2 Re8 h3 a6 Ba4 b5 Bc2 Nh5 Nf1 Nf4 Bxf4 exf4 d4 Bb6 Qd2 Qf6 Rad1 Na5 b3 c6 e5 dxe5 dxe5 Qd8 Qxd7 Qb8 e6 fxe6 Ng5 Ra7 Bxh7+ Kh8 Qd3 Rae7 Bg6 Rf8 Qf3 Kg8 Qh5,white
e4 c5 Bc4 d6 f4 e5 Nf3 exf4 O-O Nf6 d3 Be7 Bxf4 O-O Nc3 Be6 Bb3 Bxb3 axb3 Nc6 Bg5 h6 Bd2 d5 e5 Ng4 Qe1 d4 Ne4 Ngxe5 Nxe5 Nxe5 Nxc5 Bxc5 Qxe5 Bd6 Qh5 Qc7 Rf3 Qxc2 Bxh6 g6 Qd5 Rad8 Qxb7 Qxb2 Raf1 Rb8 Qxa7 Qxb3 Qxd4 Qb6 Qxb6 Rxb6 Bxf8 Kxf8 Rxf7+,white
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 Nf6 e5 d5 exf6 dxc4 fxg7 Rg8 cxd4 Nxd4 Nxd4 Qxd4 Qxd4 Bxd4 O-O Be6 Rd1 O-O-O Nc3 Bxg7 Rxd8+ Rxd8 Bg5 Rd3 Rd1 Bxc3 Rxd3 cxd3 bxc3 Bxa2 Bd2 Bc4 f4 a5 Kf2 a4 Ke3 a3 Bc1 a2 Bb2 Kd7 g4 Ke6 f5+ Kf6 Kd2 Kg5 h3 Kh4,black
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 Nf6 e5 d5 exf6 dxc4 fxg7 Rg8 cxd4 Nxd4 Nxd4 Qxd4 Qxd4 Bxd4 O-O Be6 Rd1 O-O-O Nc3 Bxg7 Rxd8+ Rxd8 Bg5 Rd3 Rd1 Bxc3 Rxd3 cxd3 bxc3 Bxa2 Bd2 Bc4 f4 a5 Kf2 a4 Ke3 a3 Bc1 a2 Bb2 Kd7 g4 Ke6 f5+ Kf6 Kd2 Kg5 h3 Kh4,black
d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O Bd3 b6 Nf3 c6 O-O Nbd7 a3 Bb7 cxd5 cxd5 Rc1 a6 Ne5 Nxe5 dxe5 Nd7 Bxe7 Qxe7 f4 f6 Qh5 f5 g4 g6 Qh3 Nc5 Bb1 Nb3 Rce1 Nd2 Rf2 Nxb1 Nxb1 fxg4 Qxg4 Qf7 h4 Qf5 Qg3 Rac8 Nc3 b5 Rh2 Kf7 Qg5 Rh8 Qxf5+ gxf5 Rg2 Rhg8 Re2 Rxg2+ Rxg2 d4 exd4 Bxg2 Kxg2 Rd8 Ne2 Rc8 Nc3 Rc4 d5 exd5 Nxd5 Rd4 Nc7 Rxf4 Nxa6 Rxh4 Kg3 Rg4+ Kf3 Ke6 Nc7+ Kxe5 Nxb5 h5 a4 Rxa4,black
e4 c5 Bc4 d6 Nf3 Nf6 e5 dxe5 Nxe5 Qd4 Bxf7+ Kd8 Nf3 Qe4+ Qe2 Qxe2+ Kxe2 e6 Ng5 Ke7 Bxe6 Bxe6 Re1 h6 Nxe6 Kxe6 Nc3 a6 d3 Nc6 Kf1+ Kf7 Bf4 Nb4 Rac1 Nbd5 Nxd5 Nxd5 Be5 Nf6 c3 Be7 d4 Rhe8 f4 Nd7 g3 Nxe5 fxe5 Bg5 Rcd1 cxd4 cxd4 Rad8 d5 Kg6 d6 Kf5 Rd5 Ke6 Rd3 Rf8+ Kg2 Rf5 h4 Rxe5 Rxe5+ Kxe5 hxg5 Rxd6 Rxd6 Kxd6 gxh6 gxh6 Kf3 Kc5 Kf4 Kc4 Kf5 Kd3 Kg6 Kc2 b4 Kb2 a4 Kb3 b5 axb5 axb5 Kb4 Kxh6 Kxb5 g4 Ka4 g5 b5 g6 b4 g7 b3 g8=Q b2 Qa2+,white
e4 e5 Nf3 Nc6 Bc4 Be7 c3 Nf6 d3 d5 exd5 Nxd5 Qb3 Na5 Qa4+ c6 Nxe5 Nxc4 Qxc4 Be6 Qa4 O-O O-O b5 Qa6 Qc7 Nxc6 Bd6 g3 Bc8 Qxb5 Nf6 Nd4 Rb8 Qa4 Bd7 Qd1 Qb7 Qf3 Qb6 b4 Rfe8 Bf4 Bxf4 Qxf4 Bh3 Rd1 Re7 Nd2 Rbe8 Nc4 Qb7 Qf3 Qxf3 Nxf3 Re2 Re1 Nd5 Rxe2 Rxe2 Ng5 Bf5 Nxf7 Kxf7 Nd6+ Kf6 Nxf5 Kxf5 Rc1 Rxa2 b5 Ra3 c4 Nb4 d4 Ke4 c5 Kd5 c6 Rf3 c7 Rf8 c8=Q Rxc8 Rxc8 Kxd4 Ra8 Kc5 Rxa7 g6 Rxh7 Kxb5 Rg7 Kc5 Rxg6 Nd5 h4 Kd4 h5 Ne7 Re6 Nf5 g4 Ng7 Re7 Nxh5 gxh5,white
e4 c5 Nf3 Nc6 c3 d6 d4 cxd4 cxd4 g6 Nc3 Bg7 Be3 e6 Bb5 Ne7 O-O O-O Bxc6 bxc6 Qd2 f5 Bh6 fxe4 Bxg7 Kxg7 Nxe4 d5 Ng3 Nf5 Ne5 Bb7 Nxf5+ Rxf5 f4 Qb6 Rf3 c5 Rb3 Qc7 Rc1 c4 Rh3 Raf8 Rf1 Ba6 Rc3 Qa5 a3 R5f6 g4 Bb5 h4 a6 Kh2 h6 g5 hxg5 hxg5 Rh8+ Kg2 Rff8 Qc2 Rf5 Rh1 Rxh1 Kxh1 Qd8 Qh2 Rf8 Qh6+ Kg8 Qxg6+ Kh8 Rh3#,white
e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 Bd3 c5 O-O c4 Be2 Bd6 Bg5 O-O Nc3 Be6 Nb5 Be7 Re1 a6 Nc3 b5 a3 Nc6 Ne5 Qb6 Bxf6 Bxf6 Nd7 Bxd7 Nxd5 Qxd4 Nxf6+ Qxf6 Qxd7 Rad8 Qb7 Nd4 c3 Nc2 Bf3 Nxa1 Rxa1 Rd2 b4 Qxc3 Re1 Re2 Rf1 Re1 Qd7 Rxf1+ Kxf1 Qc1+ Ke2 Qxa3 Qd2 Re8+ Kd1 Qa1+ Kc2 Qa2+ Kc3 Qb3+ Kd4 Rd8+ Bd5 Rxd5+ Kxd5 Qd3+ Qxd3 cxd3 Kc6 d2 Kb6 d1=Q Kxa6 Qa4+ Kb6 Qxb4 f4 Qc4 f5 b4 f6 b3 fxg7 b2 g4 b1=Q+ Ka5 Qca2#,black
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Bc4 a6 Be3 Nf6 Bb3 Bb4 Nxc6 dxc6 Bd4 e5 Be3 Nxe4 Bd2 Nxd2 Qxd2 O-O O-O b5 Rfe1 Bb7 a3 Bxc3 Qxc3 Rfe8 Re2 c5 Ba2 Qc6 f3 e4 Rae1 Qg6 Qxc5 Rac8 Qa7 Ba8 Qd4 Red8 Qe5 Qb6+ Kh1 Re8 Qf5 Qg6 Qxg6 hxg6 fxe4 a5 e5 g5 e6 f6 e7+ Kh7 Bf7 b4 Bxe8 Rxe8 axb4 axb4 Rd2 Kg6 Rd8 Kf7 Rxe8 Kxe8 Kg1 f5 Kf2 g4 Ke3 Be4 c3 bxc3 bxc3 Kxe7 Kd4 Kd6 Rxe4 fxe4 Kxe4 Kc5 Kf4 Kc4 Kxg4 Kxc3 Kg5 Kd3 h4 Ke3 g4 Kf3 h5 Kg3 Kf5 Kh4 Kf4 Kh3 g5 Kh4 h6 gxh6 gxh6 Kh5 h7 Kg6 h8=Q Kf7 Qh6 Kg8 Ke5 Kf7 Qh7+ Ke8 Ke6 Kd8 Qd7#,white
